,GSM2172075,GSM2172102,GSM2172173,GSM2172352,GSM2174145,GSM2174148,GSM2174150,GSM2174151,GSM2174153,GSM2174156,GSM2174158,GSM2174161,GSM2174168,GSM2174170,GSM2174171,GSM2174172,GSM2174173,GSM2174176,GSM2174177,GSM2174182,GSM2174190,GSM2174194,GSM2174195,GSM2174196,GSM2174198,GSM2174201,GSM2174204,GSM2174205,GSM2174207,GSM2174209,GSM2174213,GSM2174215,GSM2174217,GSM2174224,GSM2174229,GSM2174231,GSM2174238,GSM2174241,GSM2174242,GSM2174247,GSM2174249,GSM2174253,GSM2174255,GSM2174259,GSM2174261,GSM2174262,GSM2174263,GSM2174265,GSM2174268,GSM2174270,GSM2174276,GSM2174281,GSM2174282,GSM2174283,GSM2174285,GSM2174289,GSM2174294,GSM2174296,GSM2174299,GSM2174305,GSM2174307,GSM2174309,GSM2174310,GSM2174313,GSM2174316,GSM2174324,GSM2174325,GSM2174326,GSM2174336,GSM2174343,GSM2174346,GSM2174347,GSM2174352,GSM2174356,GSM2174358,GSM2174359,GSM2174360,GSM2174368,GSM2174370,GSM2174376,GSM2174379,GSM2174381,GSM2174383,GSM2174386,GSM2174389,GSM2174390,GSM2174403,GSM2174406,GSM2174407,GSM2174408,GSM2174416,GSM2174417,GSM2174422
Adrenocortical_carcinoma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Adrenoleukodystrophy,0.7662,0.8424,0.9818,0.8968,0.9972,0.9052,0.5368,0.9714,0.9992,0.946,0.3438,0.9988,0.9976,1,0.9518,0.9514,0.9622,0.9896,0.9216,0.8938,0.9974,0.8814,0.8554,1,0.9048,0.9634,0.99,0.9804,0.936,0.9846,0.99,1,0.9992,1,0.98,1,0.9452,1,0.9908,1,0.9258,0.9954,0.7314,1,0.9882,1,0.957,0.9988,0.9972,0.9866,0.978,0.9206,1,1,0.6874,0.4794,1,0.8586,0.4238,0.7242,0.9744,0.9998,0.9968,1,0.8534,0.9744,0.9748,0.9592,0.9902,0.9386,1,0.9298,0.9998,0.9882,0.9956,0.9946,0.8616,0.9432,0.511,0.9594,0.9818,0.0610000000000001,0.466,0.9868,0.9118,1,1,0.9078,0.9454,0.596,0.9868,0.9908,1
Adult_T_cell_leukemia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Advanced_sleep_phase_syndrome,1,0.9996,1,0.9956,0.969,1,0.9766,0.9998,0.9962,0.93,0.9948,1,1,1,1,0.9966,0.998,0.996,1,1,1,1,1,0.9992,0.9992,0.9958,0.996,1,0.9978,1,1,1,1,1,0.9972,1,0.999,0.9996,1,0.9562,0.9332,1,0.9992,1,0.9786,1,1,0.996,0.9928,0.999,0.9778,1,1,1,1,0.9976,1,0.997,1,0.9926,0.9906,1,0.999,1,0.9918,0.9998,1,0.9992,1,1,1,1,0.9998,0.9982,0.9996,1,0.9998,0.9958,0.9958,0.9732,0.997,0.9874,1,0.9992,1,0.9958,1,0.9966,1,0.999,0.9928,0.9876,1
Agammaglobulinemia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Age_related_macular_degeneration,0.3122,1,0.0542,0.4218,1,1,0.7612,1,1,1,0.557,1,1,1,1,0.3218,1,0.084,1,0.307,0.5768,1,0.9202,0.0596,1,0.32,1,1,1,0.7884,1,1,1,1,0.244,1,1,1,1,1,0.2784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0684,1,0.5002,0.3102,0.2928,0.079,1,0.0212,1,1,0.273,0.4972,0.4328,1,1,1,1,1,1,1,0.16,1,1,0.2444,0.2586,1,0.3998,1,1,1,0.097,1,0.1548,0.321,1,0.0522
Aggressive_periodontitis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Aggressive_systemic_mastocytosis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Agoraphobia,1,0.9978,1,0.8244,0.943,1,0.1656,0.8116,0.5938,0.7594,0.2506,1,0.9338,1,1,1,0.9772,0.0202,1,0.9988,1,1,0.684,1,0.523,0.1838,0.6184,1,1,0.9832,0.9964,1,1,1,0.4742,1,0.8684,0.0334,0.7042,0.571,0.9818,0.9946,0.312,1,1,1,1,1,1,0.5026,0.747,0.9998,0.8824,1,0.9574,1,0.6604,0.5202,1,1,0.6496,0.3248,1,1,0.1524,0.881,0.9964,0.9864,0.9524,0.5436,1,0.977,0.9618,0.4102,1,0.9888,1,0.9882,0.1078,0.2374,1,0.996,1,0.4562,1,1,1,0.936,0.9782,0.974,0.452,0.9926,1
Agraphia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Aicardi_Goutieres_syndrome,1,0.9988,1,0.9962,1,0.9272,0.9848,1,1,1,1,1,1,1,0.8626,1,0.9266,1,1,1,1,1,1,1,1,1,0.942,1,1,1,0.9814,1,1,1,1,1,0.9754,1,1,0.9444,1,1,1,1,1,1,1,0.928,1,0.9936,1,1,1,1,1,0.9842,1,1,1,1,1,0.9908,1,1,0.9664,1,1,1,1,1,1,1,1,1,1,1,1,0.9876,0.9936,1,1,0.5484,1,1,1,1,1,1,1,1,1,0.9928,1
Aicardi_syndrome,1,1,1,0.9984,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,0.7254,1,1,0.872,1,1,0.9898,0.922,0.7552,1,1,1,1,1,1,1,0.9102,1,0.995,1,1,1,1,1,1,1,1,1,1,1,1,0.9988,1,1,1,1,1,1,1,0.2464,0.8228,1,1,1,1,1,0.996,1,1,0.6072,0.9988,1,1,1,0.9958,0.9916,0.2754,0.5528,1,0.9984,1,0.887,1,1,1,1,1,0.8914,1,0.8862,0.914,1,1,0.7492,0.8204
Akinetic_mutism,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alagille_syndrome,1,0.000199999999999978,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3074,1,1,1,1,0.0476,1,1,1,1,1,0.9308,1,0.1994,1,1,0.9872,1,1,1,1,1,1,0.957,1,0.988,1,1,1,1,1,0.9552,1,1,1,1,1,1,1,1,1,1,1,0.991,1,0.9134,1,0.8598,1,1,1,1,1,1,1,1,0.9964,1,0.1926,1,0.00819999999999999,1,1,1,1,1,0.9738,1,0.9264,1,1,1
Aland_Island_eye_disease,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alcohol_dependence,0.00239999999999996,0.000399999999999956,0,0,0.00560000000000005,0.00819999999999999,0.0204,0.000399999999999956,0.00239999999999996,0.0698,0.000199999999999978,0.0234,0.0342,0.2588,0.0484,0.00760000000000005,0.00260000000000005,0.0236,0.00539999999999996,0.0386,0.00860000000000005,0.0528,0.1542,0.000399999999999956,0.000600000000000045,0.000399999999999956,0.000399999999999956,0.0674,0.000199999999999978,0.0722,0.000199999999999978,1,0.0238,0,0.0556,0.000399999999999956,0.2354,0.001,0.00480000000000003,0.000399999999999956,0.3262,0.1512,0.000399999999999956,1,0.000199999999999978,0.000399999999999956,0.0314,0.2208,0.0746,0.429,0.1742,0.0606,0.7752,0.1936,0.00239999999999996,0.0852000000000001,0.000399999999999956,0.00900000000000001,0.8256,0.0185999999999999,0.3776,0.2504,0.0308,0.289,0.00260000000000005,0.4964,0.9046,0.000199999999999978,0.00180000000000002,0.04,0.00680000000000003,0.000399999999999956,0.3982,0.0442,0.000199999999999978,0.000199999999999978,0.0314,0,0.00619999999999998,0.0752,0.0638,0.4138,0.2562,0.000399999999999956,0.00819999999999999,0.000399999999999956,0.7904,0.03,0.0212,0.0174,0.1574,0.0610000000000001,0.7838
Alcoholic_cardiomyopathy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alexander_disease,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alexithymia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Allan_Herndon_Dudley_syndrome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Allergic_hypersensitivity_disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00119999999999998,0,0,0,0,0,0,0,0,0,0.000199999999999978,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199999999999978,0,0,0.001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Allergic_rhinitis,1,0.9802,1,1,0.986,0.5548,1,1,1,1,1,1,0.9962,1,1,1,0.7608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9298,1,1,0.9852,0.8952
Alopecia,1,0.9994,0.756,1,0.9744,0.9992,0.9958,0.991,0.9994,0.9898,0.8582,0.9484,0.9404,1,0.9994,0.9992,0.9998,0.9846,0.7744,1,0.9708,0.5268,0.9434,0.9872,0.8868,0.9994,0.8082,0.9992,1,0.7504,0.9948,1,1,1,0.9836,0.7092,0.9662,1,0.9994,0.9994,0.9994,0.9994,0.9984,1,1,0.9304,0.969,0.671,1,0.9994,0.9994,0.9986,1,0.8558,0.9846,0.9616,0.0194,0.9994,0.8758,0.8476,0.7774,0.8916,0.9206,0.9994,0.9994,0.7048,1,0.9994,0.9802,0.9838,1,0.9244,1,0.982,1,0.8688,1,0.7742,0.9804,1,0.9992,0.9994,0.7582,0.9386,0.7812,0.8096,1,0.9992,0.9362,0.9992,0.7102,0.8222,0.829
Alopecia_areata,0.9546,0.9884,0.9916,0.0958,0.1478,0.3064,0.4184,0.5406,0.6676,0.8078,0.2206,1,0.8892,0.2426,0.3916,0.458,0.7404,0.558,0.8776,0.487,0.1708,0.984,0.4452,0.8848,0.7986,0.8058,0.5114,0.9754,0.566,0.437,0.9576,1,0.2358,1,0.3672,0.0732,0.7826,0.3018,0.9372,0.3152,0.3902,0.361,0.2598,1,0.47,0.00639999999999996,0.6638,0.346,0.8386,0.3334,0.1458,0.5418,0.9992,0.8356,0.3068,0.7304,0.1788,0.1096,0.304,0.9476,0.2166,0.6606,0.5278,1,0.1018,0.9706,0.6284,0.2268,0.0958,0.3612,0.2752,0.4014,0.9974,0.2208,0.9736,0.288,0.141,0.8296,0.1196,0.092,0.3622,0.1958,1,0.5602,0.0648,0.8368,0.4376,0.7616,0.2176,0.1534,0.6504,0.4778,0.044
Alopecia_universalis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alpers_syndrome,1,0.9966,1,1,0.9602,0.999,1,0.9904,1,1,1,1,0.9424,1,1,0.9252,0.923,0.9496,0.992,1,0.683,0.995,1,1,1,1,0.9868,1,1,0.999,1,1,1,1,0.9696,1,0.2862,1,0.7726,0.988,0.9824,0.978,0.9582,1,1,1,1,0.9628,1,1,1,0.9866,1,1,0.1862,1,1,1,0.9978,0.9546,0.9496,1,0.997,1,0.2972,1,1,1,0.9966,0.9996,1,0.9814,0.9534,0.889,1,0.8422,1,0.485,1,0.6728,0.983,0.9388,1,0.7234,1,0.9842,1,0.8742,0.9546,0.9096,1,1,1
Alpha_1_antitrypsin_deficiency,1,1,1,0.3302,1,1,1,1,1,0.2932,0.9832,1,1,1,0.1792,1,0.000199999999999978,1,1,1,1,1,1,0.1498,1,0.6886,0.000600000000000045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0864,0.7922,1,1,1,1,1,0.8714,1,1,1,1,1,1,1,0.185,0.7902,1,1,1,1,1,0.6252,0.8884,1,1,1,1,0.000199999999999978,1,1,0.00639999999999996,0.5968,1,1,1,1,1,1,1,1,1,0.4474,1
Alpha_thalassemia,1,0.997,1,1,0.9986,0.9986,1,0.9988,1,0.9986,1,1,0.9864,1,0.9988,0.997,0.9988,0.9986,1,1,1,1,1,0.853,0.9986,1,0.9974,1,0.9902,1,0.9986,1,1,0.9042,0.9344,1,0.9984,0.9982,0.997,1,0.9946,0.997,0.9988,1,0.9996,1,0.9986,1,1,0.9968,1,1,0.9986,0.98,0.9908,1,0.9988,0.9946,0.9968,0.9988,0.9988,0.9988,1,1,0.9988,0.9958,1,0.9942,1,1,0.968,0.9988,1,1,0.9984,0.9988,0.9988,0.993,0.9988,0.9988,0.9978,0.9986,1,1,1,1,1,0.9818,0.9986,0.9946,1,0.9976,1
Alport_syndrome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alstrom_syndrome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Alveolar_soft_part_sarcoma,1,0.9964,1,0.9978,1,0.9702,1,0.992,1,1,1,1,1,1,1,0.038,0.2708,0.811,0.9306,1,0.6276,1,1,1,0.928,0.992,0.9438,1,1,1,0.2864,1,1,1,0.6314,1,1,0.879,0.9948,1,0.3248,1,0.8028,1,1,0.82,0.9966,0.7928,1,1,1,0.971,1,1,0.9926,1,1,0.9796,1,1,0.9972,1,1,1,0.9978,1,1,1,0.074,1,1,1,1,1,1,1,0.9934,0.9962,1,1,0.0288,0.9984,1,0.9442,1,1,1,1,1,0.9972,1,1,1
Alzheimer_s_disease,0.189,0.8868,0.9852,0.3838,0.7798,0.9608,0.9598,0.914,0.9102,0.9362,0.8594,0.9748,0.99,0.9266,0.6798,0.9968,0.3624,0.9726,0.9994,0.9888,0.8228,0.9246,0.994,0.9944,0.7882,0.9888,0.8744,0.9904,0.9236,0.9226,0.8002,0.9954,0.9694,0.5552,0.9402,0.9994,0.9292,0.9556,0.9324,0.9654,0.9968,0.9848,0.9314,0.9972,0.1672,0.9558,0.9986,0.747,0.933,0.9752,0.9754,0.867,0.2962,0.8054,0.9982,0.9404,0.943,0.9994,0.9542,0.9838,0.9694,0.9752,0.8234,0.9352,0.891,0.9972,0.7676,0.9998,0.4378,0.9532,0.9984,0.7132,0.9284,0.9952,0.7624,0.9598,0.9984,0.7628,0.8378,0.9804,0.959,0.1688,0.5236,0.937,0.4152,0.9878,0.6884,0.9982,0.887,0.8654,0.9994,0.9728,0.993
Amblyopia,1,0.9944,1,0.994,0.9998,0.9972,1,0.997,0.9996,0.9998,1,0.9998,0.9978,0.9698,0.9998,0.9084,1,0.9998,0.9996,1,1,0.9072,0.9698,0.9962,0.5448,1,0.9996,1,1,0.9998,0.9996,1,1,1,1,0.9694,1,0.9782,1,0.9968,0.9998,1,0.9978,0.9248,1,1,1,1,1,0.9932,1,1,0.997,1,0.9782,1,1,1,0.9998,0.9998,0.9996,1,0.9998,0.9872,1,0.9998,1,0.9988,0.9998,0.9496,1,1,1,1,1,1,1,1,0.99,1,0.9956,1,0.9998,0.9996,0.9206,0.707,1,1,1,0.982,0.9998,0.5986,0.8214
Amebiasis,0.9922,0.9998,0.9974,0.993,0.9966,0.983,0.835,0.9442,0.9978,1,0.9478,1,1,0.9948,0.9958,0.9624,0.997,0.658,0.997,0.9922,0.9984,1,0.9968,0.9684,0.9988,0.9894,0.6704,1,1,0.9966,0.9712,0.9942,1,1,0.3454,1,0.9728,0.9936,0.9854,0.9142,0.8984,0.8788,0.9846,1,0.9958,0.9832,0.9962,0.7332,0.8174,0.982,1,1,1,1,0.7774,0.9774,1,0.9984,0.9984,1,0.1232,0.9528,0.9488,1,0.1916,1,0.9936,0.9962,0.6294,0.9988,0.9976,0.9856,0.9966,0.867,1,0.999,0.989,0.869,0.9984,0.9752,0.9984,0.9548,1,0.9928,0.9968,1,1,0.9238,0.9156,0.967,1,0.9978,0.9846
Ameloblastoma,1,1,1,1,1,1,1,0.9006,1,1,1,1,1,1,1,1,1,0.8674,1,1,1,1,1,1,1,1,0.3256,1,1,1,1,1,1,1,1,1,1,0.8488,1,1,1,0.9556,0.9606,1,1,1,1,1,1,1,1,1,1,1,0.715,1,1,1,1,1,1,1,1,1,0.2034,1,1,1,1,0.9348,1,0.2228,1,1,1,0.409,0.8512,1,1,1,1,1,1,1,1,1,1,1,0.8458,1,1,1,1
Amelogenesis_imperfecta,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.1122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3864,1,1,1,1,1,1,0.0926,1,1,1,1,1,0.1176,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Amenorrhea,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199999999999978,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000399999999999956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Amnestic_disorder,0.7296,0.043,1,0.965,0.3618,0.2476,0.1228,0.1018,0.028,0.0122,0.0622,0.2606,0.101,1,0.0570000000000001,0.00139999999999996,0.0165999999999999,0.00519999999999998,0.4848,0.3788,0.5724,0.4656,0.0998,0.0222,0.8504,0.0172,0.000199999999999978,0.465,0.1314,0.7184,0.2228,0.9658,0.6028,0.9106,0.0649999999999999,1,0.232,0.003,0.2122,0.00180000000000002,0.0182,0.99,0.1908,1,0.011,0.00180000000000002,0.000600000000000045,0.323,0.9988,0.565,0.1532,0.0570000000000001,0.218,1,0.1624,0.0252,0.0427999999999999,0.0102,0.3604,0.00139999999999996,0.0522,0.0888,0.2242,0.9832,0.0214,0.041,0.9476,0.6592,0.0894,0.1804,0.28,0.1716,0.8758,0.1438,0.4138,0.3632,0.1724,0.1024,0.4866,0.028,0.025,0.0112,0.9918,0.0174,0.4986,0.9886,0.867,0.2398,0.3572,0.0294,0.0852000000000001,0.5134,1
Amyloidosis,0.2136,0.0692,0.1096,0.0526,0.1652,0.177,0.0382,0.2398,0.3052,0.3416,0.6298,0.4186,0.9146,1,0.075,0.271,0.0522,0.0570000000000001,0.2996,0.5492,0.1614,0.5776,0.438,0.2706,0.681,0.181,0.00860000000000005,0.8814,0.00460000000000005,0.7478,0.3814,1,1,0.5996,0.433,1,0.6556,0.9798,0.3546,0.5544,0.1436,0.0118,0.00719999999999998,1,0.8396,0.5754,0.4728,0.6416,0.2326,0.1154,0.3874,0.2764,1,1,0.3968,0.275,0.0407999999999999,0.0484,0.9794,0.8004,0.048,0.0978,0.0498,1,0.000600000000000045,0.9782,0.6682,0.418,0.1186,0.271,0.8752,0.003,0.4302,0.3388,0.00180000000000002,0.1332,0.138,0.0736,0.1116,0.1256,0.0632,0.335,1,0.1628,0.865,0.9998,0.1064,0.0326,0.0502,0.2332,0.2762,0.0254,0.5936
Amyotrophic_lateral_sclerosis,1,0.9658,1,0.9982,0.9778,0.9974,0.642,0.7888,0.475,0.935,0.3566,0.8682,0.1256,0.9536,0.9956,0.8356,0.3422,0.9858,0.9586,0.9052,0.9326,0.9396,1,0.178,0.8886,0.8882,0.9982,0.9974,0.9858,0.9634,0.9492,1,0.582,0.565,0.8308,0.5262,0.9278,0.7968,0.8694,0.00260000000000005,0.8932,0.9606,0.9968,0.05,0.6322,0.9986,0.1676,0.9996,0.8716,0.9072,0.7612,0.9438,0.9434,0.5878,0.5944,0.9534,0.651,0.8772,0.1956,0.8314,0.9836,0.8882,0.9866,0.4782,0.9758,0.953,0.9908,0.9842,0.9926,0.381,0.9994,0.91,0.9776,0.6564,0.9402,0.9078,0.8316,0.9878,0.8502,0.741,0.9956,0.6428,1,0.9842,0.6756,0.9146,1,0.9034,0.7844,0.888,0.9358,0.8018,0.9954
Amyotrophic_lateral_sclerosis_type_1,1,0.048,1,0.7606,0.1726,1,1,1,1,1,1,1,1,1,0.0576,1,0.5454,1,0.995,1,1,0.5042,0.4254,0.0552,1,1,0.8802,0.0788,1,0.00580000000000003,1,1,1,1,1,0.9972,1,1,1,1,1,1,0.0142,1,1,1,1,1,0.052,1,1,0.6106,0.9986,1,0.9986,1,1,1,0,0.9262,0.015,1,1,1,0.00339999999999996,0.235,1,1,0.00319999999999998,1,1,1,0.834,0.00860000000000005,0.658,1,1,0.8018,1,1,1,1,1,1,1,1,1,0.0936,1,1,1,0.4326,1
Amyotrophic_lateral_sclerosis_type_3,1,0.0158,1,0.1916,0.0534,1,0.016,0.00619999999999998,0.00219999999999998,1,0.7264,1,1,1,0.0316,0.002,0.7464,1,1,1,0.002,0.3474,1,0.0314,0.0444,0.0934,0.9892,0.5974,1,0.000800000000000023,1,1,0.7926,1,0.1318,1,1,1,1,0,1,0.698,1,1,0.5718,0.0372,0.8964,1,1,0.00360000000000005,0.0182,1,0.9978,1,1,1,1,0.476,0.001,0.9976,0.001,1,1,1,0.00280000000000002,0.5256,1,0.7524,0.00780000000000003,0.0155999999999999,1,1,0.562,0.00580000000000003,0.6058,1,0.0122,0.149,1,0.0372,1,1,0,0.00339999999999996,0.9996,1,1,0.00119999999999998,0.0966,1,1,0.2464,1
Amyotrophic_lateral_sclerosis_type_5,0.9998,0.9994,0.9794,0.9998,0.9954,1,0.999,1,0.9964,0.8226,1,1,1,1,0.9238,0.9806,0.9848,0.919,1,0.9802,0.561,1,0.9884,1,1,1,0.9788,0.9944,0.7742,0.9976,1,1,1,0.999,0.9598,0.6566,0.939,0.9932,1,0.9702,0.8672,0.9662,0.9934,1,1,0.9986,0.9998,0.9858,1,1,1,0.9994,1,1,0.9998,0.9048,0.9766,0.7376,0.971,0.9974,0.9804,0.6422,0.9944,1,0.48,0.9286,0.9994,0.4732,0.9966,0.7238,0.9706,1,0.9568,0.9976,0.9416,0.9996,0.9996,0.999,0.999,1,1,0.9442,1,1,0.7636,1,1,0.9948,0.5596,0.9976,0.9766,1,1
Amyotrophic_lateral_sclerosis_type_8,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
Amyotrophic_neuralgia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Anal_fistula,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
